Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount,Company,Cost Centre
43252,L10,12624,A12,B23,C32,PCS,155,4.85,C,C10,8.657656,751.75,6508.39,L10-B23 Company,B23-12624
43252,L10,12624,A12,B23,C32,PCS,312,4.85,C,C10,8.657656,1513.2,13100.77,L10-B23 Company,B23-12624
43022,L10,12624,A17,B30,C31,PCS,459,9.34,C,C02,9.912483,4287.06,42495.41,L10-B30 Company,B30-12624
43022,L10,12624,A17,B30,C31,PCS,204,9.34,C,C02,9.912483,1905.36,18886.85,L10-B30 Company,B30-12624
43022,L10,12624,A17,B30,C31,PCS,368,9.34,C,C02,9.912483,3437.12,34070.39,L10-B30 Company,B30-12624
43022,L10,12624,A17,B30,C31,PCS,302,9.34,C,C02,9.912483,2820.68,27959.94,L10-B30 Company,B30-12624
43022,L10,12624,A17,B30,C31,PCS,69,9.34,C,C02,9.912483,644.46,6388.2,L10-B30 Company,B30-12624
43022,L10,12624,A17,B30,C31,PCS,748,9.34,C,C02,9.912483,6986.32,69251.78,L10-B30 Company,B30-12624
43022,L10,12624,A17,B30,C31,PCS,835,9.34,C,C02,9.912483,7798.9,77306.46,L10-B30 Company,B30-12624
43022,L10,12624,A17,B30,C31,PCS,981,9.34,C,C02,9.912483,9162.54,90823.52,L10-B30 Company,B30-12624
43022,L10,12624,A17,B30,C31,PCS,646,9.34,C,C02,9.912483,6033.64,59808.35,L10-B30 Company,B30-12624
43022,L10,12624,A17,B30,C31,PCS,507,9.34,C,C02,9.912483,4735.38,46939.37,L10-B30 Company,B30-12624
43267,L10,12632,A11,B24,C34,PCS,971,6.38,C,C09,1.199464,6194.98,7430.66,L10-B24 Company,B24-12632
43267,L10,12632,A11,B24,C34,PCS,840,6.38,C,C09,1.199464,5359.2,6428.17,L10-B24 Company,B24-12632
43267,L10,12632,A11,B24,C34,PCS,653,6.38,C,C09,1.199464,4166.14,4997.13,L10-B24 Company,B24-12632
43267,L10,12632,A11,B24,C34,PCS,575,6.38,C,C09,1.199464,3668.5,4400.23,L10-B24 Company,B24-12632
43267,L10,12632,A11,B24,C34,PCS,325,6.38,C,C09,1.199464,2073.5,2487.09,L10-B24 Company,B24-12632
43267,L10,12632,A11,B24,C34,PCS,905,6.38,C,C09,1.199464,5773.9,6925.59,L10-B24 Company,B24-12632
43267,L10,12632,A11,B24,C34,PCS,622,6.38,C,C09,1.199464,3968.36,4759.9,L10-B24 Company,B24-12632
43267,L10,12632,A11,B24,C34,PCS,315,6.38,C,C09,1.199464,2009.7,2410.56,L10-B24 Company,B24-12632
43267,L10,12632,A11,B24,C34,PCS,183,6.38,C,C09,1.199464,1167.54,1400.42,L10-B24 Company,B24-12632
43267,L10,12632,A11,B24,C34,PCS,375,6.38,C,C09,1.199464,2392.5,2869.72,L10-B24 Company,B24-12632
43116,L10,12638,A15,B20,C34,PCS,76,3.31,C,C09,1.199464,251.56,301.74,L10-B20 Company,B20-12638
43116,L10,12638,A15,B20,C34,PCS,118,3.31,C,C09,1.199464,390.58,468.49,L10-B20 Company,B20-12638
43116,L10,12638,A15,B20,C34,PCS,319,3.31,C,C09,1.199464,1055.89,1266.5,L10-B20 Company,B20-12638
43116,L10,12638,A15,B20,C34,PCS,519,3.31,C,C09,1.199464,1717.89,2060.55,L10-B20 Company,B20-12638
43116,L10,12638,A15,B20,C34,PCS,92,3.31,C,C09,1.199464,304.52,365.26,L10-B20 Company,B20-12638
43116,L10,12638,A15,B20,C34,PCS,700,3.31,C,C09,1.199464,2317.0,2779.16,L10-B20 Company,B20-12638
43116,L10,12638,A15,B20,C34,PCS,963,3.31,C,C09,1.199464,3187.53,3823.33,L10-B20 Company,B20-12638
43116,L10,12638,A15,B20,C34,PCS,633,3.31,C,C09,1.199464,2095.23,2513.15,L10-B20 Company,B20-12638
43116,L10,12638,A15,B20,C34,PCS,154,3.31,C,C09,1.199464,509.74,611.41,L10-B20 Company,B20-12638
43116,L10,12638,A15,B20,C34,PCS,679,3.31,C,C09,1.199464,2247.49,2695.78,L10-B20 Company,B20-12638
43115,L10,12640,A15,B30,C38,PCS,831,1.29,D,C06,3.547054,1071.99,3802.41,L10-B30 Company,B30-12640
43115,L10,12640,A15,B30,C38,PCS,410,1.29,D,C06,3.547054,528.9,1876.04,L10-B30 Company,B30-12640
43115,L10,12640,A15,B30,C38,PCS,83,1.29,D,C06,3.547054,107.07,379.78,L10-B30 Company,B30-12640
43115,L10,12640,A15,B30,C38,PCS,40,1.29,D,C06,3.547054,51.6,183.03,L10-B30 Company,B30-12640
43115,L10,12640,A15,B30,C38,PCS,264,1.29,D,C06,3.547054,340.56,1207.98,L10-B30 Company,B30-12640
43115,L10,12640,A15,B30,C38,PCS,591,1.29,D,C06,3.547054,762.39,2704.24,L10-B30 Company,B30-12640
43115,L10,12640,A15,B30,C38,PCS,186,1.29,D,C06,3.547054,239.94,851.08,L10-B30 Company,B30-12640
43115,L10,12640,A15,B30,C38,PCS,663,1.29,D,C06,3.547054,855.27,3033.69,L10-B30 Company,B30-12640
43115,L10,12640,A15,B30,C38,PCS,951,1.29,D,C06,3.547054,1226.79,4351.49,L10-B30 Company,B30-12640
43115,L10,12640,A15,B30,C38,PCS,78,1.29,D,C06,3.547054,100.62,356.9,L10-B30 Company,B30-12640
43274,L10,12641,A18,B29,C35,PCS,155,7.84,C,C04,5.388146,1215.2,6547.68,L10-B29 Company,B29-12641
43274,L10,12641,A18,B29,C35,PCS,823,7.84,C,C04,5.388146,6452.32,34766.04,L10-B29 Company,B29-12641
43274,L10,12641,A18,B29,C35,PCS,133,7.84,C,C04,5.388146,1042.72,5618.33,L10-B29 Company,B29-12641
43274,L10,12641,A18,B29,C35,PCS,165,7.84,C,C04,5.388146,1293.6,6970.11,L10-B29 Company,B29-12641
43274,L10,12641,A18,B29,C35,PCS,453,7.84,C,C04,5.388146,3551.52,19136.11,L10-B29 Company,B29-12641
43274,L10,12641,A18,B29,C35,PCS,922,7.84,C,C04,5.388146,7228.48,38948.11,L10-B29 Company,B29-12641
43274,L10,12641,A18,B29,C35,PCS,720,7.84,C,C04,5.388146,5644.8,30415.01,L10-B29 Company,B29-12641
43274,L10,12641,A18,B29,C35,PCS,286,7.84,C,C04,5.388146,2242.24,12081.52,L10-B29 Company,B29-12641
43274,L10,12641,A18,B29,C35,PCS,456,7.84,C,C04,5.388146,3575.04,19262.84,L10-B29 Company,B29-12641
43274,L10,12641,A18,B29,C35,PCS,82,7.84,C,C04,5.388146,642.88,3463.93,L10-B29 Company,B29-12641
43144,L10,12643,A12,B24,C38,PCS,457,6.35,D,C01,6.825646,2901.95,19807.68,L10-B24 Company,B24-12643
43144,L10,12643,A12,B24,C38,PCS,466,6.35,D,C01,6.825646,2959.1,20197.77,L10-B24 Company,B24-12643
43144,L10,12643,A12,B24,C38,PCS,606,6.35,D,C01,6.825646,3848.1,26265.77,L10-B24 Company,B24-12643
43144,L10,12643,A12,B24,C38,PCS,294,6.35,D,C01,6.825646,1866.9,12742.8,L10-B24 Company,B24-12643
43144,L10,12643,A12,B24,C38,PCS,162,6.35,D,C01,6.825646,1028.7,7021.54,L10-B24 Company,B24-12643
43144,L10,12643,A12,B24,C38,PCS,765,6.35,D,C01,6.825646,4857.75,33157.28,L10-B24 Company,B24-12643
43144,L10,12643,A12,B24,C38,PCS,160,6.35,D,C01,6.825646,1016.0,6934.86,L10-B24 Company,B24-12643
43144,L10,12643,A12,B24,C38,PCS,104,6.35,D,C01,6.825646,660.4,4507.66,L10-B24 Company,B24-12643
43144,L10,12643,A12,B24,C38,PCS,573,6.35,D,C01,6.825646,3638.55,24835.45,L10-B24 Company,B24-12643
43144,L10,12643,A12,B24,C38,PCS,978,6.35,D,C01,6.825646,6210.3,42389.31,L10-B24 Company,B24-12643
43146,L10,12673,A20,B20,C38,PCS,720,8.32,D,C04,5.388146,5990.4,32277.15,L10-B20 Company,B20-12673
43146,L10,12673,A20,B20,C38,PCS,621,8.32,D,C04,5.388146,5166.72,27839.04,L10-B20 Company,B20-12673
43146,L10,12673,A20,B20,C38,PCS,428,8.32,D,C04,5.388146,3560.96,19186.97,L10-B20 Company,B20-12673
43146,L10,12673,A20,B20,C38,PCS,701,8.32,D,C04,5.388146,5832.32,31425.39,L10-B20 Company,B20-12673
43146,L10,12673,A20,B20,C38,PCS,104,8.32,D,C04,5.388146,865.28,4662.25,L10-B20 Company,B20-12673
43146,L10,12673,A20,B20,C38,PCS,511,8.32,D,C04,5.388146,4251.52,22907.81,L10-B20 Company,B20-12673
43146,L10,12673,A20,B20,C38,PCS,655,8.32,D,C04,5.388146,5449.6,29363.24,L10-B20 Company,B20-12673
43146,L10,12673,A20,B20,C38,PCS,560,8.32,D,C04,5.388146,4659.2,25104.45,L10-B20 Company,B20-12673
43146,L10,12673,A20,B20,C38,PCS,280,8.32,D,C04,5.388146,2329.6,12552.22,L10-B20 Company,B20-12673
43146,L10,12673,A20,B20,C38,PCS,479,8.32,D,C04,5.388146,3985.28,21473.27,L10-B20 Company,B20-12673
43149,L10,12683,A13,B21,C35,PCS,582,7.55,C,C10,8.657656,4394.1,38042.61,L10-B21 Company,B21-12683
43149,L10,12683,A13,B21,C35,PCS,980,7.55,C,C10,8.657656,7399.0,64058.0,L10-B21 Company,B21-12683
43149,L10,12683,A13,B21,C35,PCS,81,7.55,C,C10,8.657656,611.55,5294.59,L10-B21 Company,B21-12683
43149,L10,12683,A13,B21,C35,PCS,996,7.55,C,C10,8.657656,7519.8,65103.84,L10-B21 Company,B21-12683
43149,L10,12683,A13,B21,C35,PCS,99,7.55,C,C10,8.657656,747.45,6471.16,L10-B21 Company,B21-12683
43149,L10,12683,A13,B21,C35,PCS,195,7.55,C,C10,8.657656,1472.25,12746.23,L10-B21 Company,B21-12683
43149,L10,12683,A13,B21,C35,PCS,907,7.55,C,C10,8.657656,6847.85,59286.33,L10-B21 Company,B21-12683
43149,L10,12683,A13,B21,C35,PCS,492,7.55,C,C10,8.657656,3714.6,32159.73,L10-B21 Company,B21-12683
43149,L10,12683,A13,B21,C35,PCS,295,7.55,C,C10,8.657656,2227.25,19282.76,L10-B21 Company,B21-12683
43149,L10,12683,A13,B21,C35,PCS,295,7.55,C,C10,8.657656,2227.25,19282.76,L10-B21 Company,B21-12683
43214,L10,12684,A18,B29,C38,PCS,427,9.19,C,C05,3.40242,3924.13,13351.54,L10-B29 Company,B29-12684
43214,L10,12684,A18,B29,C38,PCS,619,9.19,C,C05,3.40242,5688.61,19355.04,L10-B29 Company,B29-12684
43214,L10,12684,A18,B29,C38,PCS,100,9.19,C,C05,3.40242,919.0,3126.82,L10-B29 Company,B29-12684
43214,L10,12684,A18,B29,C38,PCS,662,9.19,C,C05,3.40242,6083.78,20699.57,L10-B29 Company,B29-12684
43214,L10,12684,A18,B29,C38,PCS,149,9.19,C,C05,3.40242,1369.31,4658.97,L10-B29 Company,B29-12684
43214,L10,12684,A18,B29,C38,PCS,179,9.19,C,C05,3.40242,1645.01,5597.01,L10-B29 Company,B29-12684
43214,L10,12684,A18,B29,C38,PCS,601,9.19,C,C05,3.40242,5523.19,18792.21,L10-B29 Company,B29-12684
43214,L10,12684,A18,B29,C38,PCS,266,9.19,C,C05,3.40242,2444.54,8317.35,L10-B29 Company,B29-12684
43214,L10,12684,A18,B29,C38,PCS,515,9.19,C,C05,3.40242,4732.85,16103.14,L10-B29 Company,B29-12684
43214,L10,12684,A18,B29,C38,PCS,364,9.19,C,C05,3.40242,3345.16,11381.64,L10-B29 Company,B29-12684
43025,L10,12696,A16,B28,C40,PCS,940,5.68,D,C02,9.912483,5339.2,52924.73,L10-B28 Company,B28-12696
43025,L10,12696,A16,B28,C40,PCS,582,5.68,D,C02,9.912483,3305.76,32768.29,L10-B28 Company,B28-12696
43025,L10,12696,A16,B28,C40,PCS,658,5.68,D,C02,9.912483,3737.44,37047.31,L10-B28 Company,B28-12696
43025,L10,12696,A16,B28,C40,PCS,182,5.68,D,C02,9.912483,1033.76,10247.13,L10-B28 Company,B28-12696
43025,L10,12696,A16,B28,C40,PCS,232,5.68,D,C02,9.912483,1317.76,13062.27,L10-B28 Company,B28-12696
43025,L10,12696,A16,B28,C40,PCS,177,5.68,D,C02,9.912483,1005.36,9965.61,L10-B28 Company,B28-12696
43025,L10,12696,A16,B28,C40,PCS,323,5.68,D,C02,9.912483,1834.64,18185.84,L10-B28 Company,B28-12696
43025,L10,12696,A16,B28,C40,PCS,522,5.68,D,C02,9.912483,2964.96,29390.12,L10-B28 Company,B28-12696
43025,L10,12696,A16,B28,C40,PCS,349,5.68,D,C02,9.912483,1982.32,19649.71,L10-B28 Company,B28-12696
43025,L10,12696,A16,B28,C40,PCS,720,5.68,D,C02,9.912483,4089.6,40538.09,L10-B28 Company,B28-12696
43211,L10,12707,A15,B23,C32,PCS,252,9.35,D,C02,9.912483,2356.2,23355.79,L10-B23 Company,B23-12707
43211,L10,12707,A15,B23,C32,PCS,910,9.35,D,C02,9.912483,8508.5,84340.36,L10-B23 Company,B23-12707
43211,L10,12707,A15,B23,C32,PCS,999,9.35,D,C02,9.912483,9340.65,92589.03,L10-B23 Company,B23-12707
43211,L10,12707,A15,B23,C32,PCS,43,9.35,D,C02,9.912483,402.05,3985.31,L10-B23 Company,B23-12707
43211,L10,12707,A15,B23,C32,PCS,114,9.35,D,C02,9.912483,1065.9,10565.72,L10-B23 Company,B23-12707
43211,L10,12707,A15,B23,C32,PCS,297,9.35,D,C02,9.912483,2776.95,27526.47,L10-B23 Company,B23-12707
43211,L10,12707,A15,B23,C32,PCS,719,9.35,D,C02,9.912483,6722.65,66638.15,L10-B23 Company,B23-12707
43211,L10,12707,A15,B23,C32,PCS,501,9.35,D,C02,9.912483,4684.35,46433.54,L10-B23 Company,B23-12707
43211,L10,12707,A15,B23,C32,PCS,677,9.35,D,C02,9.912483,6329.95,62745.52,L10-B23 Company,B23-12707
43211,L10,12707,A15,B23,C32,PCS,192,9.35,D,C02,9.912483,1795.2,17794.89,L10-B23 Company,B23-12707
43203,L10,12710,A15,B30,C38,PCS,519,9.7,C,C10,8.657656,5034.3,43585.24,L10-B30 Company,B30-12710
43203,L10,12710,A15,B30,C38,PCS,743,9.7,C,C10,8.657656,7207.1,62396.59,L10-B30 Company,B30-12710
43203,L10,12710,A15,B30,C38,PCS,597,9.7,C,C10,8.657656,5790.9,50135.62,L10-B30 Company,B30-12710
43203,L10,12710,A15,B30,C38,PCS,680,9.7,C,C10,8.657656,6596.0,57105.9,L10-B30 Company,B30-12710
43203,L10,12710,A15,B30,C38,PCS,214,9.7,C,C10,8.657656,2075.8,17971.56,L10-B30 Company,B30-12710
43203,L10,12710,A15,B30,C38,PCS,195,9.7,C,C10,8.657656,1891.5,16375.96,L10-B30 Company,B30-12710
43203,L10,12710,A15,B30,C38,PCS,778,9.7,C,C10,8.657656,7546.6,65335.87,L10-B30 Company,B30-12710
43203,L10,12710,A15,B30,C38,PCS,628,9.7,C,C10,8.657656,6091.6,52738.98,L10-B30 Company,B30-12710
43203,L10,12710,A15,B30,C38,PCS,510,9.7,C,C10,8.657656,4947.0,42829.42,L10-B30 Company,B30-12710
43203,L10,12710,A15,B30,C38,PCS,225,9.7,C,C10,8.657656,2182.5,18895.33,L10-B30 Company,B30-12710
43188,L10,12711,A11,B22,C34,PCS,148,9.8,C,C08,1.496196,1450.4,2170.08,L10-B22 Company,B22-12711
43188,L10,12711,A11,B22,C34,PCS,862,9.8,C,C08,1.496196,8447.6,12639.27,L10-B22 Company,B22-12711
43188,L10,12711,A11,B22,C34,PCS,357,9.8,C,C08,1.496196,3498.6,5234.59,L10-B22 Company,B22-12711
43188,L10,12711,A11,B22,C34,PCS,88,9.8,C,C08,1.496196,862.4,1290.32,L10-B22 Company,B22-12711
43188,L10,12711,A11,B22,C34,PCS,577,9.8,C,C08,1.496196,5654.6,8460.39,L10-B22 Company,B22-12711
43188,L10,12711,A11,B22,C34,PCS,708,9.8,C,C08,1.496196,6938.4,10381.21,L10-B22 Company,B22-12711
43188,L10,12711,A11,B22,C34,PCS,247,9.8,C,C08,1.496196,2420.6,3621.69,L10-B22 Company,B22-12711
43188,L10,12711,A11,B22,C34,PCS,701,9.8,C,C08,1.496196,6869.8,10278.57,L10-B22 Company,B22-12711
43188,L10,12711,A11,B22,C34,PCS,48,9.8,C,C08,1.496196,470.4,703.81,L10-B22 Company,B22-12711
43188,L10,12711,A11,B22,C34,PCS,595,9.8,C,C08,1.496196,5831.0,8724.32,L10-B22 Company,B22-12711
43213,L10,12725,A12,B26,C36,PCS,275,6.41,D,C06,3.547054,1762.75,6252.57,L10-B26 Company,B26-12725
43213,L10,12725,A12,B26,C36,PCS,287,6.41,D,C06,3.547054,1839.67,6525.41,L10-B26 Company,B26-12725
43213,L10,12725,A12,B26,C36,PCS,974,6.41,D,C06,3.547054,6243.34,22145.46,L10-B26 Company,B26-12725
43213,L10,12725,A12,B26,C36,PCS,398,6.41,D,C06,3.547054,2551.18,9049.17,L10-B26 Company,B26-12725
43213,L10,12725,A12,B26,C36,PCS,532,6.41,D,C06,3.547054,3410.12,12095.88,L10-B26 Company,B26-12725
43213,L10,12725,A12,B26,C36,PCS,346,6.41,D,C06,3.547054,2217.86,7866.87,L10-B26 Company,B26-12725
43213,L10,12725,A12,B26,C36,PCS,908,6.41,D,C06,3.547054,5820.28,20644.85,L10-B26 Company,B26-12725
43213,L10,12725,A12,B26,C36,PCS,862,6.41,D,C06,3.547054,5525.42,19598.96,L10-B26 Company,B26-12725
43213,L10,12725,A12,B26,C36,PCS,674,6.41,D,C06,3.547054,4320.34,15324.48,L10-B26 Company,B26-12725
43213,L10,12725,A12,B26,C36,PCS,481,6.41,D,C06,3.547054,3083.21,10936.31,L10-B26 Company,B26-12725
43191,L10,12742,A12,B23,C33,PCS,875,6.57,C,C06,3.547054,5748.75,20391.13,L10-B23 Company,B23-12742
43191,L10,12742,A12,B23,C33,PCS,62,6.57,C,C06,3.547054,407.34,1444.86,L10-B23 Company,B23-12742
43191,L10,12742,A12,B23,C33,PCS,293,6.57,C,C06,3.547054,1925.01,6828.11,L10-B23 Company,B23-12742
43191,L10,12742,A12,B23,C33,PCS,401,6.57,C,C06,3.547054,2634.57,9344.96,L10-B23 Company,B23-12742
43191,L10,12742,A12,B23,C33,PCS,685,6.57,C,C06,3.547054,4500.45,15963.34,L10-B23 Company,B23-12742
43191,L10,12742,A12,B23,C33,PCS,824,6.57,C,C06,3.547054,5413.68,19202.62,L10-B23 Company,B23-12742
43191,L10,12742,A12,B23,C33,PCS,600,6.57,C,C06,3.547054,3942.0,13982.49,L10-B23 Company,B23-12742
43191,L10,12742,A12,B23,C33,PCS,824,6.57,C,C06,3.547054,5413.68,19202.62,L10-B23 Company,B23-12742
43191,L10,12742,A12,B23,C33,PCS,937,6.57,C,C06,3.547054,6156.09,21835.98,L10-B23 Company,B23-12742
43191,L10,12742,A12,B23,C33,PCS,822,6.57,C,C06,3.547054,5400.54,19156.01,L10-B23 Company,B23-12742
43194,L10,12749,A13,B29,C33,PCS,233,9.69,D,C01,6.825646,2257.77,15410.74,L10-B29 Company,B29-12749
43194,L10,12749,A13,B29,C33,PCS,809,9.69,D,C01,6.825646,7839.21,53507.67,L10-B29 Company,B29-12749
43194,L10,12749,A13,B29,C33,PCS,587,9.69,D,C01,6.825646,5688.03,38824.48,L10-B29 Company,B29-12749
43194,L10,12749,A13,B29,C33,PCS,462,9.69,D,C01,6.825646,4476.78,30556.92,L10-B29 Company,B29-12749
43194,L10,12749,A13,B29,C33,PCS,286,9.69,D,C01,6.825646,2771.34,18916.19,L10-B29 Company,B29-12749
43194,L10,12749,A13,B29,C33,PCS,762,9.69,D,C01,6.825646,7383.78,50399.07,L10-B29 Company,B29-12749
43194,L10,12749,A13,B29,C33,PCS,217,9.69,D,C01,6.825646,2102.73,14352.49,L10-B29 Company,B29-12749
43194,L10,12749,A13,B29,C33,PCS,482,9.69,D,C01,6.825646,4670.58,31879.73,L10-B29 Company,B29-12749
43194,L10,12749,A13,B29,C33,PCS,989,9.69,D,C01,6.825646,9583.41,65412.96,L10-B29 Company,B29-12749
43194,L10,12749,A13,B29,C33,PCS,142,9.69,D,C01,6.825646,1375.98,9391.95,L10-B29 Company,B29-12749
43283,L10,12768,A13,B27,C35,PCS,292,9.5,C,C09,1.199464,2774.0,3327.31,L10-B27 Company,B27-12768
43283,L10,12768,A13,B27,C35,PCS,464,9.5,C,C09,1.199464,4408.0,5287.24,L10-B27 Company,B27-12768
43283,L10,12768,A13,B27,C35,PCS,185,9.5,C,C09,1.199464,1757.5,2108.06,L10-B27 Company,B27-12768
43283,L10,12768,A13,B27,C35,PCS,251,9.5,C,C09,1.199464,2384.5,2860.12,L10-B27 Company,B27-12768
43283,L10,12768,A13,B27,C35,PCS,192,9.5,C,C09,1.199464,1824.0,2187.82,L10-B27 Company,B27-12768
43283,L10,12768,A13,B27,C35,PCS,820,9.5,C,C09,1.199464,7790.0,9343.82,L10-B27 Company,B27-12768
43283,L10,12768,A13,B27,C35,PCS,653,9.5,C,C09,1.199464,6203.5,7440.87,L10-B27 Company,B27-12768
43283,L10,12768,A13,B27,C35,PCS,981,9.5,C,C09,1.199464,9319.5,11178.4,L10-B27 Company,B27-12768
43283,L10,12768,A13,B27,C35,PCS,653,9.5,C,C09,1.199464,6203.5,7440.87,L10-B27 Company,B27-12768
43283,L10,12768,A13,B27,C35,PCS,665,9.5,C,C09,1.199464,6317.5,7577.61,L10-B27 Company,B27-12768
43008,L10,12777,A14,B28,C31,PCS,183,9.33,C,C05,3.40242,1707.39,5809.26,L10-B28 Company,B28-12777
43008,L10,12777,A14,B28,C31,PCS,637,9.33,C,C05,3.40242,5943.21,20221.3,L10-B28 Company,B28-12777
43008,L10,12777,A14,B28,C31,PCS,7,9.33,C,C05,3.40242,65.31,222.21,L10-B28 Company,B28-12777
43008,L10,12777,A14,B28,C31,PCS,814,9.33,C,C05,3.40242,7594.62,25840.09,L10-B28 Company,B28-12777
43008,L10,12777,A14,B28,C31,PCS,828,9.33,C,C05,3.40242,7725.24,26284.51,L10-B28 Company,B28-12777
43008,L10,12777,A14,B28,C31,PCS,180,9.33,C,C05,3.40242,1679.4,5714.02,L10-B28 Company,B28-12777
43008,L10,12777,A14,B28,C31,PCS,872,9.33,C,C05,3.40242,8135.76,27681.27,L10-B28 Company,B28-12777
43008,L10,12777,A14,B28,C31,PCS,694,9.33,C,C05,3.40242,6475.02,22030.74,L10-B28 Company,B28-12777
43008,L10,12777,A14,B28,C31,PCS,304,9.33,C,C05,3.40242,2836.32,9650.35,L10-B28 Company,B28-12777
43008,L10,12777,A14,B28,C31,PCS,65,9.33,C,C05,3.40242,606.45,2063.4,L10-B28 Company,B28-12777
43108,L10,12794,A19,B22,C40,PCS,337,4.35,C,C07,1.358577,1465.95,1991.61,L10-B22 Company,B22-12794
43108,L10,12794,A19,B22,C40,PCS,190,4.35,C,C07,1.358577,826.5,1122.86,L10-B22 Company,B22-12794
43108,L10,12794,A19,B22,C40,PCS,274,4.35,C,C07,1.358577,1191.9,1619.29,L10-B22 Company,B22-12794
43108,L10,12794,A19,B22,C40,PCS,427,4.35,C,C07,1.358577,1857.45,2523.49,L10-B22 Company,B22-12794
43108,L10,12794,A19,B22,C40,PCS,776,4.35,C,C07,1.358577,3375.6,4586.01,L10-B22 Company,B22-12794
43108,L10,12794,A19,B22,C40,PCS,657,4.35,C,C07,1.358577,2857.95,3882.75,L10-B22 Company,B22-12794
43108,L10,12794,A19,B22,C40,PCS,942,4.35,C,C07,1.358577,4097.7,5567.04,L10-B22 Company,B22-12794
43108,L10,12794,A19,B22,C40,PCS,972,4.35,C,C07,1.358577,4228.2,5744.34,L10-B22 Company,B22-12794
43108,L10,12794,A19,B22,C40,PCS,143,4.35,C,C07,1.358577,622.05,845.1,L10-B22 Company,B22-12794
43108,L10,12794,A19,B22,C40,PCS,679,4.35,C,C07,1.358577,2953.65,4012.76,L10-B22 Company,B22-12794
43295,L10,12798,A10,B24,C40,PCS,507,3.26,D,C01,6.825646,1652.82,11281.56,L10-B24 Company,B24-12798
43295,L10,12798,A10,B24,C40,PCS,922,3.26,D,C01,6.825646,3005.72,20515.98,L10-B24 Company,B24-12798
43295,L10,12798,A10,B24,C40,PCS,683,3.26,D,C01,6.825646,2226.58,15197.85,L10-B24 Company,B24-12798
43295,L10,12798,A10,B24,C40,PCS,820,3.26,D,C01,6.825646,2673.2,18246.32,L10-B24 Company,B24-12798
43295,L10,12798,A10,B24,C40,PCS,125,3.26,D,C01,6.825646,407.5,2781.45,L10-B24 Company,B24-12798
43295,L10,12798,A10,B24,C40,PCS,500,3.26,D,C01,6.825646,1630.0,11125.8,L10-B24 Company,B24-12798
43295,L10,12798,A10,B24,C40,PCS,878,3.26,D,C01,6.825646,2862.28,19536.91,L10-B24 Company,B24-12798
43295,L10,12798,A10,B24,C40,PCS,264,3.26,D,C01,6.825646,860.64,5874.42,L10-B24 Company,B24-12798
43295,L10,12798,A10,B24,C40,PCS,327,3.26,D,C01,6.825646,1066.02,7276.28,L10-B24 Company,B24-12798
43295,L10,12798,A10,B24,C40,PCS,94,3.26,D,C01,6.825646,306.44,2091.65,L10-B24 Company,B24-12798
43109,L10,12803,A16,B24,C35,PCS,573,1.15,D,C05,3.40242,658.95,2242.02,L10-B24 Company,B24-12803
43109,L10,12803,A16,B24,C35,PCS,766,1.15,D,C05,3.40242,880.9,2997.19,L10-B24 Company,B24-12803
43109,L10,12803,A16,B24,C35,PCS,893,1.15,D,C05,3.40242,1026.95,3494.12,L10-B24 Company,B24-12803
43109,L10,12803,A16,B24,C35,PCS,602,1.15,D,C05,3.40242,692.3,2355.5,L10-B24 Company,B24-12803
43109,L10,12803,A16,B24,C35,PCS,124,1.15,D,C05,3.40242,142.6,485.19,L10-B24 Company,B24-12803
43109,L10,12803,A16,B24,C35,PCS,588,1.15,D,C05,3.40242,676.2,2300.72,L10-B24 Company,B24-12803
43109,L10,12803,A16,B24,C35,PCS,732,1.15,D,C05,3.40242,841.8,2864.16,L10-B24 Company,B24-12803
43109,L10,12803,A16,B24,C35,PCS,346,1.15,D,C05,3.40242,397.9,1353.82,L10-B24 Company,B24-12803
43109,L10,12803,A16,B24,C35,PCS,655,1.15,D,C05,3.40242,753.25,2562.87,L10-B24 Company,B24-12803
43109,L10,12803,A16,B24,C35,PCS,103,1.15,D,C05,3.40242,118.45,403.02,L10-B24 Company,B24-12803
43043,L10,12811,A17,B23,C30,PCS,91,2.04,C,C07,1.358577,185.64,252.21,L10-B23 Company,B23-12811
43043,L10,12811,A17,B23,C30,PCS,664,2.04,C,C07,1.358577,1354.56,1840.27,L10-B23 Company,B23-12811
43043,L10,12811,A17,B23,C30,PCS,466,2.04,C,C07,1.358577,950.64,1291.52,L10-B23 Company,B23-12811
43043,L10,12811,A17,B23,C30,PCS,471,2.04,C,C07,1.358577,960.84,1305.38,L10-B23 Company,B23-12811
43043,L10,12811,A17,B23,C30,PCS,461,2.04,C,C07,1.358577,940.44,1277.66,L10-B23 Company,B23-12811
43043,L10,12811,A17,B23,C30,PCS,499,2.04,C,C07,1.358577,1017.96,1382.98,L10-B23 Company,B23-12811
43043,L10,12811,A17,B23,C30,PCS,58,2.04,C,C07,1.358577,118.32,160.75,L10-B23 Company,B23-12811
43043,L10,12811,A17,B23,C30,PCS,524,2.04,C,C07,1.358577,1068.96,1452.26,L10-B23 Company,B23-12811
43043,L10,12811,A17,B23,C30,PCS,468,2.04,C,C07,1.358577,954.72,1297.06,L10-B23 Company,B23-12811
