Ledger,Date,Account,Bank,Version,Original Amount,Country,Exchange Rate,Base Amount
L01,42688,Rental Income,BOC,Actual,30734,SGD,5.74,882065.8
L01,42576,Purchases,HSBC,Actual,13833,MYR,1.97,-27251.01
L01,42406,Sales,BOC,Actual,1475,PHP,0.17,2006
L01,42465,Administrative Expenses,BOC,Actual,24277,PHP,0.17,-4127.09
L01,42549,Management Fee,BOC,Actual,44621,SGD,5.74,-256124.54
L01,42435,Administrative Expenses,BOC,Actual,16073,MYR,1.97,-31663.81
L01,42369,Management Fee,CitiBank,Actual,2856,HKD,1,-2856
L01,42568,Finance Cost,HSBC,Actual,41308,LKR,0.06,-2478.48
L01,42475,Sales,HSBC,Actual,23123,PHP,0.17,31447.28
L01,42566,Payroll,CitiBank,Actual,22804,SGD,5.74,-130894.96
L01,42506,Payroll,CitiBank,Actual,18759,CNY,1.19,-22323.21
L01,42494,Rental Income,BOC,Actual,5091,INR,0.12,3054.6
L01,42543,Management Fee,CitiBank,Actual,45672,PHP,0.17,-7764.24
L01,42427,Sales,HSBC,Actual,27565,JPY,0.07,15436.4
L01,42686,Rental Income,HSBC,Actual,40442,THB,0.23,46508.3
L01,42545,Rental Income,CitiBank,Actual,5263,THB,0.23,6052.45
L01,42377,Management Fee,CitiBank,Actual,19481,HKD,1,-19481
L01,42725,Administrative Expenses,CitiBank,Actual,21397,LKR,0.06,-1283.82
L01,42669,Administrative Expenses,BOC,Actual,24925,HKD,1,-24925
L01,42674,Finance Cost,BOC,Actual,48535,LKR,0.06,-2912.1
L01,42593,Sales,BOC,Actual,22215,SGD,5.74,1020112.8
L01,42466,Purchases,BOC,Actual,49596,INR,0.12,-5951.52
L01,42588,Payroll,CitiBank,Actual,6138,CNY,1.19,-7304.22
L01,42574,Purchases,CitiBank,Actual,15662,INR,0.12,-1879.44
L01,42412,Finance Cost,HSBC,Actual,29993,HKD,1,-29993
L01,42467,Payroll,BOC,Actual,30764,LKR,0.06,-1845.84
L01,42436,Administrative Expenses,BOC,Actual,21369,CNY,1.19,-25429.11
L01,42443,Sales,BOC,Actual,10303,HKD,1,82424
L01,42653,Management Fee,CitiBank,Actual,26444,CNY,1.19,-31468.36
L01,42693,Administrative Expenses,HSBC,Actual,39331,PHP,0.17,-6686.27
L01,42426,Purchases,BOC,Actual,46869,MYR,1.97,-92331.93
L01,42610,Rental Income,CitiBank,Actual,4909,INR,0.12,2945.4
L01,42535,Finance Cost,BOC,Actual,12951,CNY,1.19,-15411.69
L01,42624,Payroll,CitiBank,Actual,42589,HKD,1,-42589
L01,42684,Payroll,BOC,Actual,24568,TWD,0.25,-6142
L01,42567,Rental Income,CitiBank,Actual,44395,TWD,0.25,55493.75
L01,42431,Sales,HSBC,Actual,28728,LKR,0.06,13789.44
L01,42723,Sales,HSBC,Actual,30094,INR,0.12,28890.24
L01,42602,Administrative Expenses,CitiBank,Actual,26444,PHP,0.17,-4495.48
L01,42468,Finance Cost,BOC,Actual,40089,THB,0.23,-9220.47
L01,42471,Management Fee,BOC,Actual,35556,TWD,0.25,-8889
L01,42550,Administrative Expenses,CitiBank,Actual,18604,MYR,1.97,-36649.88
L01,42717,Management Fee,BOC,Actual,1955,JPY,0.07,-136.85
L01,42654,Management Fee,CitiBank,Actual,39950,JPY,0.07,-2796.5
L01,42552,Payroll,BOC,Actual,25298,THB,0.23,-5818.54
L01,42646,Finance Cost,HSBC,Actual,19800,TWD,0.25,-4950
L01,42593,Administrative Expenses,HSBC,Actual,41452,TWD,0.25,-10363
L01,42609,Finance Cost,HSBC,Actual,30193,SGD,5.74,-173307.82
L01,42671,Management Fee,HSBC,Actual,21249,INR,0.12,-2549.88
L01,42608,Finance Cost,CitiBank,Actual,36937,THB,0.23,-8495.51
L01,42391,Sales,BOC,Actual,34924,INR,0.12,33527.04
L01,42527,Payroll,BOC,Actual,40315,JPY,0.07,-2822.05
L01,42622,Payroll,CitiBank,Actual,38781,INR,0.12,-4653.72
L01,42537,Finance Cost,BOC,Actual,3158,TWD,0.25,-789.5
L01,42517,Purchases,BOC,Actual,26023,HKD,1,-26023
L01,42447,Purchases,HSBC,Actual,8455,CNY,1.19,-10061.45
L01,42516,Sales,HSBC,Actual,24425,TWD,0.25,48850
L01,42518,Purchases,CitiBank,Actual,15876,TWD,0.25,-3969
L01,42426,Payroll,BOC,Actual,29373,TWD,0.25,-7343.25
L01,42734,Purchases,BOC,Actual,13502,MYR,1.97,-26598.94
L01,42400,Purchases,BOC,Actual,30636,CNY,1.19,-36456.84
L01,42660,Management Fee,HSBC,Actual,5006,LKR,0.06,-300.36
L01,42568,Finance Cost,CitiBank,Actual,45203,SGD,5.74,-259465.22
L01,42545,Rental Income,HSBC,Actual,26062,TWD,0.25,32577.5
L01,42462,Management Fee,HSBC,Actual,4007,HKD,1,-4007
L01,42568,Administrative Expenses,HSBC,Actual,9568,LKR,0.06,-574.08
L01,42713,Payroll,CitiBank,Actual,12789,JPY,0.07,-895.23
L01,42608,Finance Cost,HSBC,Actual,9055,INR,0.12,-1086.6
L01,42517,Finance Cost,HSBC,Actual,12244,SGD,5.74,-70280.56
L01,42372,Management Fee,HSBC,Actual,47428,TWD,0.25,-11857
L01,42693,Finance Cost,BOC,Actual,48478,MYR,1.97,-95501.66
L01,42669,Purchases,BOC,Actual,16483,INR,0.12,-1977.96
L01,42425,Purchases,CitiBank,Actual,12803,SGD,5.74,-73489.22
L01,42475,Purchases,BOC,Actual,22603,MYR,1.97,-44527.91
L01,42693,Finance Cost,CitiBank,Actual,5325,HKD,1,-5325
L01,42706,Sales,HSBC,Actual,32795,THB,0.23,60342.8
L01,42569,Finance Cost,BOC,Actual,24663,PHP,0.17,-4192.71
L01,42443,Payroll,BOC,Actual,6659,CNY,1.19,-7924.21
L01,42372,Management Fee,HSBC,Actual,19390,LKR,0.06,-1163.4
L01,42481,Purchases,CitiBank,Actual,23124,PHP,0.17,-3931.08
L01,42508,Administrative Expenses,CitiBank,Actual,22611,HKD,1,-22611
L01,42699,Payroll,BOC,Actual,39110,THB,0.23,-8995.3
L01,42669,Sales,HSBC,Actual,27068,JPY,0.07,15158.08
L01,42480,Finance Cost,HSBC,Actual,22276,CNY,1.19,-26508.44
L01,42513,Purchases,HSBC,Actual,33651,SGD,5.74,-193156.74
L01,42704,Management Fee,HSBC,Actual,6862,CNY,1.19,-8165.78
L01,42660,Management Fee,HSBC,Actual,40152,THB,0.23,-9234.96
L01,42377,Management Fee,BOC,Actual,26934,THB,0.23,-6194.82
L01,42436,Management Fee,BOC,Actual,18287,HKD,1,-18287
L01,42394,Rental Income,CitiBank,Actual,8454,THB,0.23,9722.1
L01,42529,Payroll,HSBC,Actual,8976,SGD,5.74,-51522.24
L01,42552,Rental Income,BOC,Actual,11027,SGD,5.74,316474.9
L01,42414,Sales,HSBC,Actual,45852,LKR,0.06,22008.96
L01,42381,Management Fee,CitiBank,Actual,38492,THB,0.23,-8853.16
L01,42647,Administrative Expenses,BOC,Actual,20723,INR,0.12,-2486.76
L01,42517,Purchases,CitiBank,Actual,33466,JPY,0.07,-2342.62
L01,42470,Administrative Expenses,HSBC,Actual,1670,JPY,0.07,-116.9
L01,42520,Payroll,BOC,Actual,27606,INR,0.12,-3312.72
L01,42381,Finance Cost,HSBC,Actual,16156,THB,0.23,-3715.88
L01,42559,Rental Income,CitiBank,Actual,43882,HKD,1,219410
L01,42400,Finance Cost,BOC,Actual,19749,MYR,1.97,-38905.53
L01,42470,Rental Income,BOC,Actual,18845,SGD,5.74,540851.5
L01,42564,Management Fee,HSBC,Actual,2651,MYR,1.97,-5222.47
L01,42524,Sales,HSBC,Actual,6892,THB,0.23,12681.28
L01,42691,Finance Cost,HSBC,Actual,5417,TWD,0.25,-1354.25
L01,42669,Finance Cost,HSBC,Actual,22190,PHP,0.17,-3772.3
L01,42612,Purchases,HSBC,Actual,49236,THB,0.23,-11324.28
L01,42466,Management Fee,BOC,Actual,34691,JPY,0.07,-2428.37
L01,42472,Purchases,HSBC,Actual,33663,LKR,0.06,-2019.78
L01,42397,Purchases,BOC,Actual,8976,MYR,1.97,-17682.72
L01,42440,Sales,CitiBank,Actual,45979,MYR,1.97,724629.04
L01,42655,Administrative Expenses,CitiBank,Actual,27709,PHP,0.17,-4710.53
L01,42695,Purchases,BOC,Actual,1426,CNY,1.19,-1696.94
L01,42568,Management Fee,CitiBank,Actual,4102,THB,0.23,-943.46
L01,42678,Sales,HSBC,Actual,49407,HKD,1,395256
L01,42724,Administrative Expenses,BOC,Actual,44777,MYR,1.97,-88210.69
L01,42660,Administrative Expenses,BOC,Actual,46263,INR,0.12,-5551.56
L01,42728,Purchases,HSBC,Actual,4810,PHP,0.17,-817.7
L01,42413,Management Fee,HSBC,Actual,14959,TWD,0.25,-3739.75
L01,42725,Purchases,BOC,Actual,24341,CNY,1.19,-28965.79
L01,42594,Management Fee,BOC,Actual,32344,HKD,1,-32344
L01,42532,Management Fee,HSBC,Actual,16288,MYR,1.97,-32087.36
L01,42508,Management Fee,BOC,Actual,46613,MYR,1.97,-91827.61
L01,42659,Rental Income,HSBC,Actual,42134,THB,0.23,48454.1
L01,42532,Rental Income,HSBC,Actual,24629,HKD,1,123145
L01,42414,Rental Income,CitiBank,Actual,37632,JPY,0.07,13171.2
L01,42403,Finance Cost,BOC,Actual,43297,LKR,0.06,-2597.82
L01,42639,Administrative Expenses,CitiBank,Actual,4120,THB,0.23,-947.6
L01,42379,Sales,HSBC,Actual,19539,JPY,0.07,10941.84
L01,42669,Rental Income,BOC,Actual,29527,JPY,0.07,10334.45
L01,42519,Finance Cost,BOC,Actual,24299,TWD,0.25,-6074.75
L01,42379,Management Fee,BOC,Actual,19839,HKD,1,-19839
L01,42484,Finance Cost,BOC,Actual,15719,TWD,0.25,-3929.75
L01,42411,Sales,BOC,Actual,28755,MYR,1.97,453178.8
L01,42568,Finance Cost,CitiBank,Actual,10831,INR,0.12,-1299.72
L01,42534,Rental Income,HSBC,Actual,35973,TWD,0.25,44966.25
L01,42732,Finance Cost,CitiBank,Actual,1980,CNY,1.19,-2356.2
L01,42440,Administrative Expenses,BOC,Actual,34808,TWD,0.25,-8702
L01,42719,Finance Cost,CitiBank,Actual,39292,INR,0.12,-4715.04
L01,42529,Sales,HSBC,Actual,8347,LKR,0.06,4006.56
L01,42448,Payroll,CitiBank,Actual,30784,CNY,1.19,-36632.96
L01,42449,Administrative Expenses,CitiBank,Actual,28841,CNY,1.19,-34320.79
L01,42557,Finance Cost,BOC,Actual,43064,TWD,0.25,-10766
L01,42666,Rental Income,BOC,Actual,44333,HKD,1,221665
L01,42688,Purchases,BOC,Actual,33969,JPY,0.07,-2377.83
L01,42380,Administrative Expenses,CitiBank,Actual,4341,SGD,5.74,-24917.34
L01,42435,Rental Income,BOC,Actual,16544,TWD,0.25,20680
L01,42489,Purchases,CitiBank,Actual,42738,INR,0.12,-5128.56
L01,42595,Sales,HSBC,Actual,7394,LKR,0.06,3549.12
L01,42728,Sales,CitiBank,Actual,3296,INR,0.12,3164.16
L01,42490,Management Fee,HSBC,Actual,35526,MYR,1.97,-69986.22
L01,42733,Sales,HSBC,Actual,45916,SGD,5.74,2108462.72
L01,42471,Purchases,CitiBank,Actual,9568,HKD,1,-9568
L01,42645,Management Fee,BOC,Actual,27443,THB,0.23,-6311.89
L01,42677,Rental Income,CitiBank,Actual,28359,SGD,5.74,813903.3
L01,42729,Management Fee,HSBC,Actual,27106,JPY,0.07,-1897.42
L01,42557,Administrative Expenses,HSBC,Actual,17566,THB,0.23,-4040.18
L01,42440,Purchases,CitiBank,Actual,3638,PHP,0.17,-618.46
L01,42514,Management Fee,BOC,Actual,38012,CNY,1.19,-45234.28
L01,42585,Administrative Expenses,BOC,Actual,49128,HKD,1,-49128
L01,42581,Rental Income,BOC,Actual,5143,HKD,1,25715
L01,42657,Purchases,BOC,Actual,44208,PHP,0.17,-7515.36
L01,42647,Sales,CitiBank,Actual,29070,PHP,0.17,39535.2
L01,42474,Purchases,HSBC,Actual,46740,JPY,0.07,-3271.8
L01,42724,Management Fee,HSBC,Actual,34026,MYR,1.97,-67031.22
L01,42706,Payroll,BOC,Actual,14176,JPY,0.07,-992.32
L01,42547,Rental Income,CitiBank,Actual,25410,PHP,0.17,21598.5
L01,42581,Management Fee,BOC,Actual,5266,CNY,1.19,-6266.54
L01,42498,Payroll,HSBC,Actual,46802,SGD,5.74,-268643.48
L01,42516,Rental Income,CitiBank,Actual,6445,THB,0.23,7411.75
L01,42602,Administrative Expenses,CitiBank,Actual,1998,PHP,0.17,-339.66
L01,42529,Rental Income,BOC,Actual,49537,LKR,0.06,14861.1
L01,42685,Purchases,CitiBank,Actual,6862,TWD,0.25,-1715.5
L01,42633,Management Fee,HSBC,Actual,42642,INR,0.12,-5117.04
L01,42566,Rental Income,CitiBank,Actual,18640,THB,0.23,21436
L01,42707,Sales,HSBC,Actual,17195,SGD,5.74,789594.4
L01,42536,Sales,HSBC,Actual,6109,SGD,5.74,280525.28
L01,42387,Rental Income,HSBC,Actual,2824,LKR,0.06,847.2
L01,42585,Purchases,CitiBank,Actual,10898,JPY,0.07,-762.86
L01,42682,Sales,HSBC,Actual,27636,INR,0.12,26530.56
L01,42491,Management Fee,HSBC,Actual,22300,LKR,0.06,-1338
L01,42671,Rental Income,CitiBank,Actual,10703,TWD,0.25,13378.75
L01,42476,Payroll,HSBC,Actual,21159,CNY,1.19,-25179.21
L01,42481,Purchases,HSBC,Actual,44570,INR,0.12,-5348.4
L01,42731,Management Fee,HSBC,Actual,42651,CNY,1.19,-50754.69
L01,42408,Management Fee,HSBC,Actual,23587,CNY,1.19,-28068.53
L01,42573,Management Fee,HSBC,Actual,9393,JPY,0.07,-657.51
L01,42654,Administrative Expenses,CitiBank,Actual,19655,CNY,1.19,-23389.45
L01,42585,Finance Cost,BOC,Actual,26934,HKD,1,-26934
L01,42519,Sales,CitiBank,Actual,39039,MYR,1.97,615254.64
L01,42714,Sales,BOC,Actual,13311,THB,0.23,24492.24
L01,42552,Management Fee,BOC,Actual,42743,CNY,1.19,-50864.17
L01,42415,Purchases,HSBC,Actual,33527,MYR,1.97,-66048.19
L01,42656,Payroll,BOC,Actual,44750,HKD,1,-44750
L01,42603,Rental Income,BOC,Actual,39110,CNY,1.19,232704.5
L01,42420,Administrative Expenses,BOC,Actual,11669,HKD,1,-11669
L01,42395,Purchases,CitiBank,Actual,42341,LKR,0.06,-2540.46
L01,42593,Management Fee,CitiBank,Actual,18652,PHP,0.17,-3170.84
L01,42568,Administrative Expenses,HSBC,Actual,30736,SGD,5.74,-176424.64
L01,42444,Sales,CitiBank,Actual,19896,LKR,0.06,9550.08
L01,42397,Purchases,BOC,Actual,34369,SGD,5.74,-197278.06
L01,42611,Finance Cost,BOC,Actual,33549,PHP,0.17,-5703.33
L01,42451,Administrative Expenses,HSBC,Actual,47915,CNY,1.19,-57018.85
L01,42620,Sales,HSBC,Actual,39581,MYR,1.97,623796.56
L01,42506,Finance Cost,HSBC,Actual,17600,MYR,1.97,-34672
L01,42559,Administrative Expenses,BOC,Actual,6584,HKD,1,-6584
L01,42404,Purchases,CitiBank,Actual,38579,INR,0.12,-4629.48
L01,42383,Management Fee,BOC,Actual,10414,CNY,1.19,-12392.66
L01,42695,Sales,BOC,Actual,29893,CNY,1.19,284581.36
L01,42632,Purchases,BOC,Actual,22911,HKD,1,-22911
L01,42566,Finance Cost,BOC,Actual,17806,CNY,1.19,-21189.14
L01,42646,Rental Income,CitiBank,Actual,22730,MYR,1.97,223890.5
L01,42448,Management Fee,CitiBank,Actual,46702,LKR,0.06,-2802.12
L01,42404,Sales,CitiBank,Actual,19550,JPY,0.07,10948
L01,42469,Purchases,BOC,Actual,28805,INR,0.12,-3456.6
L01,42609,Purchases,HSBC,Actual,42301,HKD,1,-42301
L01,42411,Payroll,BOC,Actual,36937,JPY,0.07,-2585.59
L01,42715,Payroll,CitiBank,Actual,39400,LKR,0.06,-2364
L01,42628,Payroll,BOC,Actual,37690,LKR,0.06,-2261.4
L01,42711,Administrative Expenses,BOC,Actual,44677,SGD,5.74,-256445.98
L01,42516,Finance Cost,CitiBank,Actual,27485,MYR,1.97,-54145.45
L01,42426,Purchases,BOC,Actual,31302,HKD,1,-31302
L01,42436,Payroll,HSBC,Actual,28806,LKR,0.06,-1728.36
L01,42436,Rental Income,CitiBank,Actual,27713,JPY,0.07,9699.55
L01,42416,Management Fee,CitiBank,Actual,34672,MYR,1.97,-68303.84
L01,42669,Management Fee,HSBC,Actual,40281,LKR,0.06,-2416.86
L01,42644,Payroll,BOC,Actual,36554,MYR,1.97,-72011.38
L01,42726,Payroll,HSBC,Actual,4341,HKD,1,-4341
L01,42575,Payroll,BOC,Actual,47664,HKD,1,-47664
L01,42585,Sales,CitiBank,Actual,22651,MYR,1.97,356979.76
L01,42685,Rental Income,HSBC,Actual,7013,SGD,5.74,201273.1
L01,42717,Payroll,HSBC,Actual,4173,THB,0.23,-959.79
L01,42725,Finance Cost,CitiBank,Actual,47432,CNY,1.19,-56444.08
L01,42516,Rental Income,CitiBank,Actual,41838,HKD,1,209190
L01,42708,Rental Income,CitiBank,Actual,36189,MYR,1.97,356461.65
L01,42397,Administrative Expenses,HSBC,Actual,9845,CNY,1.19,-11715.55
L01,42469,Administrative Expenses,HSBC,Actual,18993,HKD,1,-18993
L01,42717,Management Fee,CitiBank,Actual,7664,SGD,5.74,-43991.36
L01,42484,Administrative Expenses,BOC,Actual,20242,TWD,0.25,-5060.5
L01,42687,Rental Income,HSBC,Actual,20680,SGD,5.74,593516
L01,42704,Management Fee,CitiBank,Actual,20728,TWD,0.25,-5182
L01,42448,Purchases,CitiBank,Actual,31563,INR,0.12,-3787.56
L01,42646,Sales,CitiBank,Actual,25359,PHP,0.17,34488.24
L01,42647,Sales,BOC,Actual,44269,CNY,1.19,421440.88
L01,42649,Finance Cost,BOC,Actual,3881,LKR,0.06,-232.86
L01,42487,Administrative Expenses,BOC,Actual,36126,HKD,1,-36126
L01,42670,Finance Cost,BOC,Actual,45426,MYR,1.97,-89489.22
L01,42696,Management Fee,BOC,Actual,36629,MYR,1.97,-72159.13
L01,42374,Administrative Expenses,BOC,Actual,3901,PHP,0.17,-663.17
L01,42643,Administrative Expenses,HSBC,Actual,11235,THB,0.23,-2584.05
L01,42592,Finance Cost,HSBC,Actual,47203,PHP,0.17,-8024.51
L01,42519,Payroll,HSBC,Actual,42301,SGD,5.74,-242807.74
L01,42503,Sales,BOC,Actual,29430,JPY,0.07,16480.8
L01,42537,Purchases,BOC,Actual,30054,MYR,1.97,-59206.38
L01,42585,Payroll,BOC,Actual,15119,TWD,0.25,-3779.75
L01,42632,Management Fee,HSBC,Actual,21455,CNY,1.19,-25531.45
L01,42564,Rental Income,BOC,Actual,2729,MYR,1.97,26880.65
L01,42387,Purchases,CitiBank,Actual,34708,TWD,0.25,-8677
L01,42732,Finance Cost,CitiBank,Actual,23601,CNY,1.19,-28085.19
L01,42687,Payroll,BOC,Actual,25020,THB,0.23,-5754.6
L01,42477,Finance Cost,BOC,Actual,16942,PHP,0.17,-2880.14
L01,42400,Administrative Expenses,CitiBank,Actual,4867,PHP,0.17,-827.39
L01,42458,Finance Cost,HSBC,Actual,24822,CNY,1.19,-29538.18
L01,42640,Administrative Expenses,BOC,Actual,5124,TWD,0.25,-1281
L01,42542,Rental Income,CitiBank,Actual,26803,TWD,0.25,33503.75
L01,42475,Administrative Expenses,HSBC,Actual,37739,HKD,1,-37739
L01,42716,Management Fee,BOC,Actual,37403,SGD,5.74,-214693.22
L01,42440,Payroll,BOC,Actual,24872,HKD,1,-24872
L01,42413,Management Fee,BOC,Actual,28282,CNY,1.19,-33655.58
L01,42729,Rental Income,HSBC,Actual,11475,TWD,0.25,14343.75
L01,42667,Management Fee,CitiBank,Actual,39409,CNY,1.19,-46896.71
L01,42717,Rental Income,HSBC,Actual,33017,TWD,0.25,41271.25
L01,42372,Purchases,HSBC,Actual,37403,HKD,1,-37403
L01,42397,Management Fee,CitiBank,Actual,5656,MYR,1.97,-11142.32
L01,42452,Management Fee,HSBC,Actual,43072,INR,0.12,-5168.64
L01,42708,Management Fee,HSBC,Actual,11313,CNY,1.19,-13462.47
L01,42508,Administrative Expenses,HSBC,Actual,23675,HKD,1,-23675
L01,42551,Purchases,CitiBank,Actual,7030,TWD,0.25,-1757.5
L01,42632,Sales,CitiBank,Actual,30193,SGD,5.74,1386462.56
L01,42563,Management Fee,HSBC,Actual,29739,HKD,1,-29739
L01,42534,Sales,CitiBank,Actual,31421,JPY,0.07,17595.76
L01,42583,Payroll,BOC,Actual,7921,LKR,0.06,-475.26
L01,42374,Payroll,HSBC,Actual,9550,SGD,5.74,-54817
L01,42724,Finance Cost,BOC,Actual,42587,SGD,5.74,-244449.38
L01,42407,Purchases,BOC,Actual,47998,CNY,1.19,-57117.62
L01,42621,Rental Income,HSBC,Actual,28732,CNY,1.19,170955.4
L01,42714,Rental Income,CitiBank,Actual,2187,PHP,0.17,1858.95
L01,42434,Purchases,BOC,Actual,20936,HKD,1,-20936
L01,42647,Finance Cost,CitiBank,Actual,28909,MYR,1.97,-56950.73
L01,42732,Sales,CitiBank,Actual,38831,INR,0.12,37277.76
L01,42513,Rental Income,CitiBank,Actual,48047,SGD,5.74,1378948.9
L01,42379,Payroll,CitiBank,Actual,23030,SGD,5.74,-132192.2
L01,42707,Sales,HSBC,Actual,7368,PHP,0.17,10020.48
L01,42656,Payroll,CitiBank,Actual,26460,HKD,1,-26460
L01,42703,Management Fee,HSBC,Actual,22787,TWD,0.25,-5696.75
L01,42631,Purchases,BOC,Actual,36390,HKD,1,-36390
L01,42535,Sales,CitiBank,Actual,47077,PHP,0.17,64024.72
L01,42585,Administrative Expenses,BOC,Actual,44269,THB,0.23,-10181.87
L01,42624,Finance Cost,BOC,Actual,31185,HKD,1,-31185
L01,42527,Finance Cost,HSBC,Actual,31266,SGD,5.74,-179466.84
L01,42516,Administrative Expenses,HSBC,Actual,33573,LKR,0.06,-2014.38
L01,42529,Management Fee,BOC,Actual,21110,MYR,1.97,-41586.7
L01,42448,Purchases,CitiBank,Actual,24808,JPY,0.07,-1736.56
L01,42499,Administrative Expenses,BOC,Actual,43783,MYR,1.97,-86252.51
L01,42674,Sales,BOC,Actual,33186,SGD,5.74,1523901.12
L01,42437,Payroll,BOC,Actual,26946,JPY,0.07,-1886.22
L01,42622,Administrative Expenses,CitiBank,Actual,32944,CNY,1.19,-39203.36
L01,42718,Management Fee,BOC,Actual,14182,THB,0.23,-3261.86
L01,42523,Sales,HSBC,Actual,8735,LKR,0.06,4192.8
L01,42608,Administrative Expenses,CitiBank,Actual,40127,THB,0.23,-9229.21
L01,42440,Purchases,BOC,Actual,26582,PHP,0.17,-4518.94
L01,42416,Sales,HSBC,Actual,29109,LKR,0.06,13972.32
L01,42719,Payroll,HSBC,Actual,41500,INR,0.12,-4980
L01,42707,Rental Income,HSBC,Actual,6629,SGD,5.74,190252.3
L01,42620,Purchases,CitiBank,Actual,37887,INR,0.12,-4546.44
L01,42444,Payroll,BOC,Actual,15864,THB,0.23,-3648.72
L01,42510,Purchases,CitiBank,Actual,39634,SGD,5.74,-227499.16
L01,42399,Rental Income,BOC,Actual,29699,PHP,0.17,25244.15
L01,42422,Administrative Expenses,BOC,Actual,13575,THB,0.23,-3122.25
L01,42421,Rental Income,CitiBank,Actual,22279,SGD,5.74,639407.3
L01,42669,Management Fee,HSBC,Actual,15763,INR,0.12,-1891.56
L01,42583,Payroll,CitiBank,Actual,4835,JPY,0.07,-338.45
L01,42550,Payroll,BOC,Actual,33979,LKR,0.06,-2038.74
L01,42693,Finance Cost,BOC,Actual,39308,JPY,0.07,-2751.56
L01,42613,Purchases,CitiBank,Actual,5720,JPY,0.07,-400.4
L01,42699,Management Fee,CitiBank,Actual,33014,LKR,0.06,-1980.84
L01,42484,Rental Income,BOC,Actual,4754,THB,0.23,5467.1
L01,42385,Management Fee,CitiBank,Actual,11570,LKR,0.06,-694.2
L01,42374,Finance Cost,HSBC,Actual,2123,SGD,5.74,-12186.02
L01,42703,Administrative Expenses,HSBC,Actual,6012,THB,0.23,-1382.76
L01,42566,Administrative Expenses,CitiBank,Actual,44029,TWD,0.25,-11007.25
L01,42443,Purchases,BOC,Actual,6732,LKR,0.06,-403.92
L01,42514,Finance Cost,HSBC,Actual,36489,LKR,0.06,-2189.34
L01,42709,Management Fee,HSBC,Actual,7200,INR,0.12,-864
L01,42500,Management Fee,BOC,Actual,23129,TWD,0.25,-5782.25
L01,42533,Rental Income,HSBC,Actual,40277,PHP,0.17,34235.45
L01,42519,Management Fee,BOC,Actual,48682,INR,0.12,-5841.84
L01,42622,Purchases,HSBC,Actual,1380,SGD,5.74,-7921.2
L01,42719,Finance Cost,HSBC,Actual,14854,INR,0.12,-1782.48
L01,42724,Finance Cost,BOC,Actual,47507,TWD,0.25,-11876.75
L01,42390,Management Fee,CitiBank,Actual,36042,JPY,0.07,-2522.94
L01,42407,Finance Cost,HSBC,Actual,22740,LKR,0.06,-1364.4
L01,42577,Sales,BOC,Actual,40858,LKR,0.06,19611.84
L01,42557,Purchases,CitiBank,Actual,32243,JPY,0.07,-2257.01
L01,42440,Administrative Expenses,BOC,Actual,10450,TWD,0.25,-2612.5
L01,42581,Management Fee,CitiBank,Actual,43447,HKD,1,-43447
L01,42372,Rental Income,BOC,Actual,34511,HKD,1,172555
L01,42614,Finance Cost,HSBC,Actual,30735,THB,0.23,-7069.05
L01,42469,Sales,BOC,Actual,27255,MYR,1.97,429538.8
L01,42399,Management Fee,HSBC,Actual,2435,JPY,0.07,-170.45
L01,42691,Sales,BOC,Actual,25569,CNY,1.19,243416.88
L01,42615,Rental Income,CitiBank,Actual,38737,HKD,1,193685
L01,42574,Administrative Expenses,BOC,Actual,10128,LKR,0.06,-607.68
L01,42416,Rental Income,HSBC,Actual,37341,THB,0.23,42942.15
L01,42460,Payroll,BOC,Actual,25220,TWD,0.25,-6305
L01,42371,Payroll,CitiBank,Actual,21097,THB,0.23,-4852.31
L01,42587,Sales,HSBC,Actual,45979,PHP,0.17,62531.44
L01,42537,Finance Cost,CitiBank,Actual,30297,THB,0.23,-6968.31
L01,42612,Payroll,HSBC,Actual,30101,JPY,0.07,-2107.07
L01,42607,Purchases,HSBC,Actual,47998,JPY,0.07,-3359.86
L01,42435,Sales,BOC,Actual,40909,HKD,1,327272
L01,42559,Finance Cost,HSBC,Actual,7706,LKR,0.06,-462.36
L01,42707,Rental Income,CitiBank,Actual,34924,HKD,1,174620
L01,42499,Rental Income,HSBC,Actual,10761,TWD,0.25,13451.25
L01,42633,Administrative Expenses,CitiBank,Actual,48738,CNY,1.19,-57998.22
L01,42455,Sales,HSBC,Actual,10414,THB,0.23,19161.76
L01,42632,Purchases,HSBC,Actual,26221,HKD,1,-26221
L01,42497,Sales,HSBC,Actual,20413,LKR,0.06,9798.24
L01,42692,Sales,HSBC,Actual,46956,THB,0.23,86399.04
L01,42697,Management Fee,CitiBank,Actual,37227,SGD,5.74,-213682.98
L01,42489,Sales,BOC,Actual,45598,HKD,1,364784
L01,42675,Rental Income,CitiBank,Actual,47985,HKD,1,239925
L01,42732,Sales,BOC,Actual,28246,THB,0.23,51972.64
L01,42708,Management Fee,CitiBank,Actual,30107,LKR,0.06,-1806.42
L01,42701,Finance Cost,BOC,Actual,23087,PHP,0.17,-3924.79
L01,42650,Rental Income,BOC,Actual,44333,JPY,0.07,15516.55
L01,42686,Management Fee,BOC,Actual,30033,MYR,1.97,-59165.01
L01,42509,Sales,HSBC,Actual,7656,MYR,1.97,120658.56
L01,42593,Sales,BOC,Actual,20558,LKR,0.06,9867.84
L01,42383,Sales,BOC,Actual,28563,PHP,0.17,38845.68
