Product,Style,Unit_Price
P292,B,985.76
P292,C,1015.33
P292,D,1045.79
P292,E,1077.16
P292,F,1109.47
P292,G,1142.75
P292,H,1177.03
P293,A,537.83
P293,B,553.96
P293,C,570.58
P293,D,587.7
P293,E,605.33
P293,F,623.49
P293,G,642.19
P293,H,661.46
P294,A,212.54
P294,B,218.92
P294,C,225.49
P294,D,232.25
P294,E,239.22
P294,F,246.4
P294,G,253.79
P294,H,261.4
P295,A,356.82
P295,B,367.52
P295,C,378.55
P295,D,389.91
P295,E,401.61
P295,F,413.66
P295,G,426.07
P295,H,438.85
P296,A,117.65
P296,B,121.18
P296,C,124.82
P296,D,128.56
P296,E,132.42
P296,F,136.39
P296,G,140.48
P296,H,144.69
P297,A,530.28
P297,B,546.19
P297,C,562.58
P297,D,579.46
P297,E,596.84
P297,F,614.75
P297,G,633.19
P297,H,652.19
P298,A,855.03
P298,B,880.68
P298,C,907.1
P298,D,934.31
P298,E,962.34
P298,F,991.21
P298,G,1020.95
P298,H,1051.58
P299,A,58.75
P299,B,60.51
P299,C,62.33
P299,D,64.2
P299,E,66.13
P299,F,68.11
P299,G,70.15
P299,H,72.25
P300,A,419.18
P300,B,431.76
P300,C,444.71
P300,D,458.05
P300,E,471.79
P300,F,485.94
P300,G,500.52
P300,H,515.54
P301,A,904.84
P301,B,931.99
P301,C,959.95
P301,D,988.75
P301,E,1018.41
P301,F,1048.96
P301,G,1080.43
P301,H,1112.84
P302,A,906.92
P302,B,934.13
P302,C,962.15
P302,D,991.01
P302,E,1020.74
P302,F,1051.36
P302,G,1082.9
P302,H,1115.39
P303,A,648.19
P303,B,667.64
P303,C,687.67
P303,D,708.3
P303,E,729.55
P303,F,751.44
P303,G,773.98
P303,H,797.2
P304,A,852.57
P304,B,878.15
P304,C,904.49
P304,D,931.62
P304,E,959.57
P304,F,988.36
P304,G,1018.01
P304,H,1048.55
P305,A,533.96
P305,B,549.98
P305,C,566.48
P305,D,583.47
P305,E,600.97
P305,F,619
P305,G,637.57
P305,H,656.7
P306,A,780.57
P306,B,803.99
P306,C,828.11
P306,D,852.95
P306,E,878.54
P306,F,904.9
P306,G,932.05
P306,H,960.01
P307,A,910.3
P307,B,937.61
P307,C,965.74
P307,D,994.71
P307,E,1024.55
P307,F,1055.29
P307,G,1086.95
P307,H,1119.56
P308,A,882.06
P308,B,908.52
P308,C,935.78
P308,D,963.85
P308,E,992.77
P308,F,1022.55
P308,G,1053.23
P308,H,1084.83
P309,A,917.56
P309,B,945.09
P309,C,973.44
P309,D,1002.64
P309,E,1032.72
P309,F,1063.7
P309,G,1095.61
P309,H,1128.48
P310,A,957.59
P310,B,986.32
P310,C,1015.91
P310,D,1046.39
P310,E,1077.78
P310,F,1110.11
P310,G,1143.41
P310,H,1177.71
P311,A,10.01
P311,B,10.31
P311,C,10.62
P311,D,10.94
P311,E,11.27
P311,F,11.61
P311,G,11.96
P311,H,12.32
P312,A,134.18
P312,B,138.21
P312,C,142.36
P312,D,146.63
P312,E,151.03
P312,F,155.56
P312,G,160.23
P312,H,165.04
P313,A,426.17
P313,B,438.96
P313,C,452.13
P313,D,465.69
P313,E,479.66
P313,F,494.05
P313,G,508.87
P313,H,524.14
P314,A,29.25
P314,B,30.13
P314,C,31.03
P314,D,31.96
P314,E,32.92
P314,F,33.91
P314,G,34.93
P314,H,35.98
P315,A,60.44
P315,B,62.25
P315,C,64.12
P315,D,66.04
P315,E,68.02
P315,F,70.06
P315,G,72.16
P315,H,74.32
P316,A,201.89
P316,B,207.95
P316,C,214.19
P316,D,220.62
P316,E,227.24
P316,F,234.06
P316,G,241.08
P316,H,248.31
P317,A,692.6
P317,B,713.38
P317,C,734.78
P317,D,756.82
P317,E,779.52
P317,F,802.91
P317,G,827
P317,H,851.81
P318,A,79.15
P318,B,81.52
P318,C,83.97
P318,D,86.49
P318,E,89.08
P318,F,91.75
P318,G,94.5
P318,H,97.34
P319,A,640.26
P319,B,659.47
P319,C,679.25
P319,D,699.63
P319,E,720.62
P319,F,742.24
P319,G,764.51
P319,H,787.45
P320,A,489.93
P320,B,504.63
P320,C,519.77
P320,D,535.36
P320,E,551.42
P320,F,567.96
P320,G,585
P320,H,602.55
P321,A,642.97
P321,B,662.26
P321,C,682.13
P321,D,702.59
P321,E,723.67
P321,F,745.38
P321,G,767.74
P321,H,790.77
P322,A,794.84
P322,B,818.69
P322,C,843.25
P322,D,868.55
P322,E,894.61
P322,F,921.45
P322,G,949.09
P322,H,977.56
P323,A,691.24
P323,B,711.98
P323,C,733.34
P323,D,755.34
P323,E,778
P323,F,801.34
P323,G,825.38
P323,H,850.14
P324,A,818.71
P324,B,843.27
P324,C,868.57
P324,D,894.63
P324,E,921.47
P324,F,949.11
P324,G,977.58
P324,H,1006.91
P325,A,83.76
P325,B,86.27
P325,C,88.86
P325,D,91.53
P325,E,94.28
P325,F,97.11
P325,G,100.02
P325,H,103.02
P326,A,997.45
P326,B,1027.37
P326,C,1058.19
P326,D,1089.94
P326,E,1122.64
P326,F,1156.32
P326,G,1191.01
P326,H,1226.74
P327,A,505.96
P327,B,521.14
P327,C,536.77
P327,D,552.87
P327,E,569.46
P327,F,586.54
P327,G,604.14
P327,H,622.26
P328,A,778.51
P328,B,801.87
P328,C,825.93
P328,D,850.71
P328,E,876.23
P328,F,902.52
P328,G,929.6
P328,H,957.49
P329,A,378.12
P329,B,389.46
P329,C,401.14
P329,D,413.17
P329,E,425.57
P329,F,438.34
P329,G,451.49
P329,H,465.03
P330,A,107.12
P330,B,110.33
P330,C,113.64
P330,D,117.05
P330,E,120.56
P330,F,124.18
P330,G,127.91
P330,H,131.75
P331,A,560.45
P331,B,577.26
P331,C,594.58
P331,D,612.42
P331,E,630.79
P331,F,649.71
P331,G,669.2
P331,H,689.28
P332,A,34.78
P332,B,35.82
P332,C,36.89
P332,D,38
P332,E,39.14
P332,F,40.31
P332,G,41.52
P332,H,42.77
P333,A,428.24
P333,B,441.09
P333,C,454.32
P333,D,467.95
P333,E,481.99
P333,F,496.45
P333,G,511.34
P333,H,526.68
P334,A,386.63
P334,B,398.23
P334,C,410.18
P334,D,422.49
P334,E,435.16
P334,F,448.21
P334,G,461.66
P334,H,475.51
P335,A,303.33
P335,B,312.43
P335,C,321.8
P335,D,331.45
P335,E,341.39
P335,F,351.63
P335,G,362.18
P335,H,373.05
P336,A,769.3
P336,B,792.38
P336,C,816.15
P336,D,840.63
P336,E,865.85
P336,F,891.83
P336,G,918.58
P336,H,946.14
P337,A,824.18
P337,B,848.91
P337,C,874.38
P337,D,900.61
P337,E,927.63
P337,F,955.46
P337,G,984.12
P337,H,1013.64
P338,A,918.66
P338,B,946.22
P338,C,974.61
P338,D,1003.85
P338,E,1033.97
P338,F,1064.99
P338,G,1096.94
P338,H,1129.85
P339,A,817.1
P339,B,841.61
P339,C,866.86
P339,D,892.87
P339,E,919.66
P339,F,947.25
P339,G,975.67
P339,H,1004.94
P340,A,32.24
P340,B,33.21
P340,C,34.21
P340,D,35.24
P340,E,36.3
P340,F,37.39
P340,G,38.51
P340,H,39.67
P341,A,481.57
P341,B,496.02
P341,C,510.9
P341,D,526.23
P341,E,542.02
P341,F,558.28
P341,G,575.03
P341,H,592.28
P342,A,85.39
P342,B,87.95
P342,C,90.59
P342,D,93.31
P342,E,96.11
P342,F,98.99
P342,G,101.96
P342,H,105.02
P343,A,442.22
P343,B,455.49
P343,C,469.15
P343,D,483.22
P343,E,497.72
P343,F,512.65
P343,G,528.03
P343,H,543.87
P344,A,153.48
P344,B,158.08
P344,C,162.82
P344,D,167.7
P344,E,172.73
P344,F,177.91
P344,G,183.25
P344,H,188.75
P345,A,106.93
P345,B,110.14
P345,C,113.44
P345,D,116.84
P345,E,120.35
P345,F,123.96
P345,G,127.68
P345,H,131.51
P346,A,260.32
P346,B,268.13
P346,C,276.17
P346,D,284.46
P346,E,292.99
P346,F,301.78
P346,G,310.83
P346,H,320.15
P347,A,840.02
P347,B,865.22
P347,C,891.18
P347,D,917.92
P347,E,945.46
P347,F,973.82
P347,G,1003.03
P347,H,1033.12
P348,A,291.89
P348,B,300.65
P348,C,309.67
P348,D,318.96
P348,E,328.53
P348,F,338.39
P348,G,348.54
P348,H,359
P349,A,945.63
P349,B,974
P349,C,1003.22
P349,D,1033.32
P349,E,1064.32
P349,F,1096.25
P349,G,1129.14
P349,H,1163.01
P350,A,297.68
P350,B,306.61
P350,C,315.81
P350,D,325.28
P350,E,335.04
P350,F,345.09
P350,G,355.44
P350,H,366.1
P351,A,163.67
P351,B,168.58
P351,C,173.64
P351,D,178.85
P351,E,184.22
P351,F,189.75
P351,G,195.44
P351,H,201.3
P352,A,806.92
P352,B,831.13
P352,C,856.06
P352,D,881.74
P352,E,908.19
P352,F,935.44
P352,G,963.5
P352,H,992.41
P353,A,807.92
P353,B,832.16
P353,C,857.12
P353,D,882.83
P353,E,909.31
P353,F,936.59
P353,G,964.69
P353,H,993.63
P354,A,414.66
P354,B,427.1
P354,C,439.91
P354,D,453.11
P354,E,466.7
P354,F,480.7
P354,G,495.12
P354,H,509.97
P355,A,770.92
P355,B,794.05
P355,C,817.87
P355,D,842.41
P355,E,867.68
P355,F,893.71
P355,G,920.52
P355,H,948.14
P356,A,782.15
P356,B,805.61
P356,C,829.78
P356,D,854.67
P356,E,880.31
P356,F,906.72
P356,G,933.92
P356,H,961.94
P357,A,474.55
P357,B,488.79
P357,C,503.45
P357,D,518.55
P357,E,534.11
P357,F,550.13
P357,G,566.63
P357,H,583.63
P358,A,965.11
P358,B,994.06
P358,C,1023.88
P358,D,1054.6
P358,E,1086.24
P358,F,1118.83
P358,G,1152.39
P358,H,1186.96
P359,A,377.85
P359,B,389.19
P359,C,400.87
P359,D,412.9
P359,E,425.29
P359,F,438.05
P359,G,451.19
P359,H,464.73
P360,A,453.41
P360,B,467.01
P360,C,481.02
P360,D,495.45
P360,E,510.31
P360,F,525.62
P360,G,541.39
P360,H,557.63
P361,A,643
P361,B,662.29
P361,C,682.16
P361,D,702.62
P361,E,723.7
P361,F,745.41
P361,G,767.77
P361,H,790.8
P362,A,669.43
P362,B,689.51
P362,C,710.2
P362,D,731.51
P362,E,753.46
P362,F,776.06
P362,G,799.34
P362,H,823.32
P363,A,995.02
P363,B,1024.87
P363,C,1055.62
P363,D,1087.29
P363,E,1119.91
P363,F,1153.51
P363,G,1188.12
P363,H,1223.76
P364,A,937.3
P364,B,965.42
P364,C,994.38
P364,D,1024.21
P364,E,1054.94
P364,F,1086.59
P364,G,1119.19
P364,H,1152.77
P365,A,227.06
P365,B,233.87
P365,C,240.89
P365,D,248.12
P365,E,255.56
P365,F,263.23
P365,G,271.13
P365,H,279.26
P366,A,746.05
P366,B,768.43
P366,C,791.48
P366,D,815.22
P366,E,839.68
P366,F,864.87
P366,G,890.82
P366,H,917.54
P367,A,936.8
P367,B,964.9
P367,C,993.85
P367,D,1023.67
P367,E,1054.38
P367,F,1086.01
P367,G,1118.59
P367,H,1152.15
P368,A,121.69
P368,B,125.34
P368,C,129.1
P368,D,132.97
P368,E,136.96
P368,F,141.07
P368,G,145.3
P368,H,149.66
P369,A,695.48
P369,B,716.34
P369,C,737.83
P369,D,759.96
P369,E,782.76
P369,F,806.24
P369,G,830.43
P369,H,855.34
P370,A,277.47
P370,B,285.79
P370,C,294.36
P370,D,303.19
P370,E,312.29
P370,F,321.66
P370,G,331.31
P370,H,341.25
P371,A,370.07
P371,B,381.17
P371,C,392.61
P371,D,404.39
P371,E,416.52
P371,F,429.02
P371,G,441.89
P371,H,455.15
P372,A,523.56
P372,B,539.27
P372,C,555.45
P372,D,572.11
P372,E,589.27
P372,F,606.95
P372,G,625.16
P372,H,643.91
P373,A,491.44
P373,B,506.18
P373,C,521.37
P373,D,537.01
P373,E,553.12
P373,F,569.71
P373,G,586.8
P373,H,604.4
P374,A,678.32
P374,B,698.67
P374,C,719.63
P374,D,741.22
P374,E,763.46
P374,F,786.36
P374,G,809.95
P374,H,834.25
P375,A,59.91
P375,B,61.71
P375,C,63.56
P375,D,65.47
P375,E,67.43
P375,F,69.45
P375,G,71.53
P375,H,73.68
P376,A,185.7
P376,B,191.27
P376,C,197.01
P376,D,202.92
P376,E,209.01
P376,F,215.28
P376,G,221.74
P376,H,228.39
P377,A,582.02
P377,B,599.48
P377,C,617.46
P377,D,635.98
P377,E,655.06
P377,F,674.71
P377,G,694.95
P377,H,715.8
P378,A,558.05
P378,B,574.79
P378,C,592.03
P378,D,609.79
P378,E,628.08
P378,F,646.92
P378,G,666.33
P378,H,686.32
P379,A,10.51
P379,B,10.83
P379,C,11.15
P379,D,11.48
P379,E,11.82
P379,F,12.17
P379,G,12.54
P379,H,12.92
P380,A,299.84
P380,B,308.84
P380,C,318.11
P380,D,327.65
P380,E,337.48
P380,F,347.6
P380,G,358.03
P380,H,368.77
P381,A,628.54
P381,B,647.4
P381,C,666.82
P381,D,686.82
P381,E,707.42
P381,F,728.64
P381,G,750.5
P381,H,773.02
P382,A,248.94
P382,B,256.41
P382,C,264.1
P382,D,272.02
P382,E,280.18
P382,F,288.59
P382,G,297.25
P382,H,306.17
P383,A,299.84
P383,B,308.84
P383,C,318.11
P383,D,327.65
P383,E,337.48
P383,F,347.6
P383,G,358.03
P383,H,368.77
P384,A,525.41
P384,B,541.17
P384,C,557.41
P384,D,574.13
P384,E,591.35
P384,F,609.09
P384,G,627.36
P384,H,646.18
P385,A,73.38
P385,B,75.58
P385,C,77.85
P385,D,80.19
P385,E,82.6
P385,F,85.08
P385,G,87.63
P385,H,90.26
P386,A,169.79
P386,B,174.88
P386,C,180.13
P386,D,185.53
P386,E,191.1
P386,F,196.83
P386,G,202.73
P386,H,208.81
P387,A,83.73
P387,B,86.24
P387,C,88.83
P387,D,91.49
P387,E,94.23
P387,F,97.06
P387,G,99.97
P387,H,102.97
P388,A,644.46
P388,B,663.79
P388,C,683.7
P388,D,704.21
P388,E,725.34
P388,F,747.1
P388,G,769.51
P388,H,792.6
P389,A,871.03
P389,B,897.16
P389,C,924.07
P389,D,951.79
P389,E,980.34
P389,F,1009.75
P389,G,1040.04
P389,H,1071.24
P390,A,444.06
P390,B,457.38
P390,C,471.1
P390,D,485.23
P390,E,499.79
P390,F,514.78
P390,G,530.22
P390,H,546.13
P391,A,281.9
P391,B,290.36
P391,C,299.07
P391,D,308.04
P391,E,317.28
P391,F,326.8
P391,G,336.6
P391,H,346.7
P392,A,211.81
P392,B,218.16
P392,C,224.7
P392,D,231.44
P392,E,238.38
P392,F,245.53
P392,G,252.9
P392,H,260.49
P393,A,231.87
P393,B,238.83
P393,C,245.99
P393,D,253.37
P393,E,260.97
P393,F,268.8
P393,G,276.86
P393,H,285.17
P394,A,738.23
P394,B,760.38
P394,C,783.19
P394,D,806.69
P394,E,830.89
P394,F,855.82
P394,G,881.49
P394,H,907.93
P395,A,61.56
P395,B,63.41
P395,C,65.31
P395,D,67.27
P395,E,69.29
P395,F,71.37
P395,G,73.51
P395,H,75.72
P396,A,844.57
P396,B,869.91
P396,C,896.01
P396,D,922.89
P396,E,950.58
P396,F,979.1
P396,G,1008.47
P396,H,1038.72
P397,A,246.75
P397,B,254.15
P397,C,261.77
P397,D,269.62
P397,E,277.71
P397,F,286.04
P397,G,294.62
P397,H,303.46
P398,A,832.24
P398,B,857.21
P398,C,882.93
P398,D,909.42
P398,E,936.7
P398,F,964.8
P398,G,993.74
P398,H,1023.55
P399,A,534.09
P399,B,550.11
P399,C,566.61
P399,D,583.61
P399,E,601.12
P399,F,619.15
P399,G,637.72
P399,H,656.85
P400,A,936.85
P400,B,964.96
P400,C,993.91
P400,D,1023.73
P400,E,1054.44
P400,F,1086.07
P400,G,1118.65
P400,H,1152.21
P401,A,58.17
P401,B,59.92
P401,C,61.72
P401,D,63.57
P401,E,65.48
P401,F,67.44
P401,G,69.46
P401,H,71.54
P402,A,82.01
P402,B,84.47
P402,C,87
P402,D,89.61
P402,E,92.3
P402,F,95.07
P402,G,97.92
P402,H,100.86
P403,A,828.93
P403,B,853.8
P403,C,879.41
P403,D,905.79
P403,E,932.96
P403,F,960.95
P403,G,989.78
P403,H,1019.47
P404,A,198.93
P404,B,204.9
P404,C,211.05
P404,D,217.38
P404,E,223.9
P404,F,230.62
P404,G,237.54
P404,H,244.67
P405,A,142.84
P405,B,147.13
P405,C,151.54
P405,D,156.09
P405,E,160.77
P405,F,165.59
P405,G,170.56
P405,H,175.68
P406,A,747.65
P406,B,770.08
P406,C,793.18
P406,D,816.98
P406,E,841.49
P406,F,866.73
P406,G,892.73
P406,H,919.51
P407,A,945.29
P407,B,973.65
P407,C,1002.86
P407,D,1032.95
P407,E,1063.94
P407,F,1095.86
P407,G,1128.74
P407,H,1162.6
P408,A,410.25
P408,B,422.56
P408,C,435.24
P408,D,448.3
P408,E,461.75
P408,F,475.6
P408,G,489.87
P408,H,504.57
P409,A,124.42
P409,B,128.15
P409,C,131.99
P409,D,135.95
P409,E,140.03
P409,F,144.23
P409,G,148.56
P409,H,153.02
P410,A,687.15
P410,B,707.76
P410,C,728.99
P410,D,750.86
P410,E,773.39
P410,F,796.59
P410,G,820.49
P410,H,845.1
P411,A,929.06
P411,B,956.93
P411,C,985.64
P411,D,1015.21
P411,E,1045.67
P411,F,1077.04
P411,G,1109.35
P411,H,1142.63
P412,A,407.14
P412,B,419.35
P412,C,431.93
P412,D,444.89
P412,E,458.24
P412,F,471.99
P412,G,486.15
P412,H,500.73
P413,A,425.27
P413,B,438.03
P413,C,451.17
P413,D,464.71
P413,E,478.65
P413,F,493.01
P413,G,507.8
P413,H,523.03
P414,A,351.38
P414,B,361.92
P414,C,372.78
P414,D,383.96
P414,E,395.48
P414,F,407.34
P414,G,419.56
P414,H,432.15
P415,A,775.65
P415,B,798.92
P415,C,822.89
P415,D,847.58
P415,E,873.01
P415,F,899.2
P415,G,926.18
P415,H,953.97
P416,A,831.53
P416,B,856.48
P416,C,882.17
P416,D,908.64
P416,E,935.9
P416,F,963.98
P416,G,992.9
P416,H,1022.69
P417,A,112.72
P417,B,116.1
P417,C,119.58
P417,D,123.17
P417,E,126.87
P417,F,130.68
P417,G,134.6
P417,H,138.64
P418,A,104.17
P418,B,107.3
P418,C,110.52
P418,D,113.84
P418,E,117.26
P418,F,120.78
P418,G,124.4
P418,H,128.13
P419,A,607.01
P419,B,625.22
P419,C,643.98
P419,D,663.3
P419,E,683.2
P419,F,703.7
P419,G,724.81
P419,H,746.55
P420,A,663.79
P420,B,683.7
P420,C,704.21
P420,D,725.34
P420,E,747.1
P420,F,769.51
P420,G,792.6
P420,H,816.38
P421,A,532.59
P421,B,548.57
P421,C,565.03
P421,D,581.98
P421,E,599.44
P421,F,617.42
P421,G,635.94
P421,H,655.02
P422,A,642.38
P422,B,661.65
P422,C,681.5
P422,D,701.95
P422,E,723.01
P422,F,744.7
P422,G,767.04
P422,H,790.05
P423,A,565.21
P423,B,582.17
P423,C,599.64
P423,D,617.63
P423,E,636.16
P423,F,655.24
P423,G,674.9
P423,H,695.15
P424,A,451.14
P424,B,464.67
P424,C,478.61
P424,D,492.97
P424,E,507.76
P424,F,522.99
P424,G,538.68
P424,H,554.84
P425,A,473.55
P425,B,487.76
P425,C,502.39
P425,D,517.46
P425,E,532.98
P425,F,548.97
P425,G,565.44
P425,H,582.4
P426,A,250.65
P426,B,258.17
P426,C,265.92
P426,D,273.9
P426,E,282.12
P426,F,290.58
P426,G,299.3
P426,H,308.28
P427,A,355.73
P427,B,366.4
P427,C,377.39
P427,D,388.71
P427,E,400.37
P427,F,412.38
P427,G,424.75
P427,H,437.49
P428,A,133.25
P428,B,137.25
P428,C,141.37
P428,D,145.61
P428,E,149.98
P428,F,154.48
P428,G,159.11
P428,H,163.88
P429,A,955.67
P429,B,984.34
P429,C,1013.87
P429,D,1044.29
P429,E,1075.62
P429,F,1107.89
P429,G,1141.13
P429,H,1175.36
P430,A,219.13
P430,B,225.7
P430,C,232.47
P430,D,239.44
P430,E,246.62
P430,F,254.02
P430,G,261.64
P430,H,269.49
P431,A,405.96
P431,B,418.14
P431,C,430.68
P431,D,443.6
P431,E,456.91
P431,F,470.62
P431,G,484.74
P431,H,499.28
P432,A,763.65
P432,B,786.56
P432,C,810.16
P432,D,834.46
P432,E,859.49
P432,F,885.27
P432,G,911.83
P432,H,939.18
P433,A,948.26
P433,B,976.71
P433,C,1006.01
P433,D,1036.19
P433,E,1067.28
P433,F,1099.3
P433,G,1132.28
P433,H,1166.25
P434,A,786.78
P434,B,810.38
P434,C,834.69
P434,D,859.73
P434,E,885.52
P434,F,912.09
P434,G,939.45
P434,H,967.63
P435,A,771.11
P435,B,794.24
P435,C,818.07
P435,D,842.61
P435,E,867.89
P435,F,893.93
P435,G,920.75
P435,H,948.37
P436,A,727.34
P436,B,749.16
P436,C,771.63
P436,D,794.78
P436,E,818.62
P436,F,843.18
P436,G,868.48
P436,H,894.53
P437,A,420.64
P437,B,433.26
P437,C,446.26
P437,D,459.65
P437,E,473.44
P437,F,487.64
P437,G,502.27
P437,H,517.34
P438,A,309.92
P438,B,319.22
P438,C,328.8
P438,D,338.66
P438,E,348.82
P438,F,359.28
P438,G,370.06
P438,H,381.16
P439,A,970.02
P439,B,999.12
P439,C,1029.09
P439,D,1059.96
P439,E,1091.76
P439,F,1124.51
P439,G,1158.25
P439,H,1193
P440,A,843.03
P440,B,868.32
P440,C,894.37
P440,D,921.2
P440,E,948.84
P440,F,977.31
P440,G,1006.63
P440,H,1036.83
P441,A,120.77
P441,B,124.39
P441,C,128.12
P441,D,131.96
P441,E,135.92
P441,F,140
P441,G,144.2
P441,H,148.53
P442,A,867.1
P442,B,893.11
P442,C,919.9
P442,D,947.5
P442,E,975.93
P442,F,1005.21
P442,G,1035.37
P442,H,1066.43
P443,A,695.79
P443,B,716.66
P443,C,738.16
P443,D,760.3
P443,E,783.11
P443,F,806.6
P443,G,830.8
P443,H,855.72
P444,A,484.88
P444,B,499.43
P444,C,514.41
P444,D,529.84
P444,E,545.74
P444,F,562.11
P444,G,578.97
P444,H,596.34
P445,A,447.7
P445,B,461.13
P445,C,474.96
P445,D,489.21
P445,E,503.89
P445,F,519.01
P445,G,534.58
P445,H,550.62
P446,A,232.94
P446,B,239.93
P446,C,247.13
P446,D,254.54
P446,E,262.18
P446,F,270.05
P446,G,278.15
P446,H,286.49
P447,A,914.85
P447,B,942.3
P447,C,970.57
P447,D,999.69
P447,E,1029.68
P447,F,1060.57
P447,G,1092.39
P447,H,1125.16
P448,A,319.62
P448,B,329.21
P448,C,339.09
P448,D,349.26
P448,E,359.74
P448,F,370.53
P448,G,381.65
P448,H,393.1
P449,A,76.02
P449,B,78.3
P449,C,80.65
P449,D,83.07
P449,E,85.56
P449,F,88.13
P449,G,90.77
P449,H,93.49
P450,A,282.67
P450,B,291.15
P450,C,299.88
P450,D,308.88
P450,E,318.15
P450,F,327.69
P450,G,337.52
P450,H,347.65
P451,A,96.33
P451,B,99.22
P451,C,102.2
P451,D,105.27
P451,E,108.43
P451,F,111.68
P451,G,115.03
P451,H,118.48
P452,A,943.54
P452,B,971.85
P452,C,1001.01
P452,D,1031.04
P452,E,1061.97
P452,F,1093.83
P452,G,1126.64
P452,H,1160.44
P453,A,244.04
P453,B,251.36
P453,C,258.9
P453,D,266.67
P453,E,274.67
P453,F,282.91
P453,G,291.4
P453,H,300.14
P454,A,491.74
P454,B,506.49
P454,C,521.68
P454,D,537.33
P454,E,553.45
P454,F,570.05
P454,G,587.15
P454,H,604.76
P455,A,401.34
P455,B,413.38
P455,C,425.78
P455,D,438.55
P455,E,451.71
P455,F,465.26
P455,G,479.22
P455,H,493.6
P456,A,270.51
P456,B,278.63
P456,C,286.99
P456,D,295.6
P456,E,304.47
P456,F,313.6
P456,G,323.01
P456,H,332.7
P457,A,609.03
P457,B,627.3
P457,C,646.12
P457,D,665.5
P457,E,685.47
P457,F,706.03
P457,G,727.21
P457,H,749.03
P458,A,748.15
P458,B,770.59
P458,C,793.71
P458,D,817.52
P458,E,842.05
P458,F,867.31
P458,G,893.33
P458,H,920.13
P459,A,430.94
P459,B,443.87
P459,C,457.19
P459,D,470.91
P459,E,485.04
P459,F,499.59
P459,G,514.58
P459,H,530.02
P460,A,197.27
P460,B,203.19
P460,C,209.29
P460,D,215.57
P460,E,222.04
P460,F,228.7
P460,G,235.56
P460,H,242.63
P461,A,598.37
P461,B,616.32
P461,C,634.81
P461,D,653.85
P461,E,673.47
P461,F,693.67
P461,G,714.48
P461,H,735.91
P462,A,221.84
P462,B,228.5
P462,C,235.36
P462,D,242.42
P462,E,249.69
P462,F,257.18
P462,G,264.9
P462,H,272.85
P463,A,308.29
P463,B,317.54
P463,C,327.07
P463,D,336.88
P463,E,346.99
P463,F,357.4
P463,G,368.12
P463,H,379.16
P464,A,69.04
P464,B,71.11
P464,C,73.24
P464,D,75.44
P464,E,77.7
P464,F,80.03
P464,G,82.43
P464,H,84.9
P465,A,369.43
P465,B,380.51
P465,C,391.93
P465,D,403.69
P465,E,415.8
P465,F,428.27
P465,G,441.12
P465,H,454.35
P466,A,954.36
P466,B,982.99
P466,C,1012.48
P466,D,1042.85
P466,E,1074.14
P466,F,1106.36
P466,G,1139.55
P466,H,1173.74
P467,A,447.04
P467,B,460.45
P467,C,474.26
P467,D,488.49
P467,E,503.14
P467,F,518.23
P467,G,533.78
P467,H,549.79
P468,A,354.9
P468,B,365.55
P468,C,376.52
P468,D,387.82
P468,E,399.45
P468,F,411.43
P468,G,423.77
P468,H,436.48
P469,A,953.62
P469,B,982.23
P469,C,1011.7
P469,D,1042.05
P469,E,1073.31
P469,F,1105.51
P469,G,1138.68
P469,H,1172.84
P470,A,157.47
P470,B,162.19
P470,C,167.06
P470,D,172.07
P470,E,177.23
P470,F,182.55
P470,G,188.03
P470,H,193.67
P471,A,555.99
P471,B,572.67
P471,C,589.85
P471,D,607.55
P471,E,625.78
P471,F,644.55
P471,G,663.89
P471,H,683.81
P472,A,690
P472,B,710.7
P472,C,732.02
P472,D,753.98
P472,E,776.6
P472,F,799.9
P472,G,823.9
P472,H,848.62
P473,A,726.42
P473,B,748.21
P473,C,770.66
P473,D,793.78
P473,E,817.59
P473,F,842.12
P473,G,867.38
P473,H,893.4
P474,A,642.2
P474,B,661.47
P474,C,681.31
P474,D,701.75
P474,E,722.8
P474,F,744.48
P474,G,766.81
P474,H,789.81
P475,A,48.99
P475,B,50.46
P475,C,51.97
P475,D,53.53
P475,E,55.14
P475,F,56.79
P475,G,58.49
P475,H,60.24
P476,A,64.93
P476,B,66.88
P476,C,68.89
P476,D,70.96
P476,E,73.09
P476,F,75.28
P476,G,77.54
P476,H,79.87
P477,A,137.75
P477,B,141.88
P477,C,146.14
P477,D,150.52
P477,E,155.04
P477,F,159.69
P477,G,164.48
P477,H,169.41
P478,A,965.14
P478,B,994.09
P478,C,1023.91
P478,D,1054.63
P478,E,1086.27
P478,F,1118.86
P478,G,1152.43
P478,H,1187
P479,A,331.07
P479,B,341
P479,C,351.23
P479,D,361.77
P479,E,372.62
P479,F,383.8
P479,G,395.31
P479,H,407.17
P480,A,311.5
P480,B,320.85
P480,C,330.48
P480,D,340.39
P480,E,350.6
P480,F,361.12
P480,G,371.95
P480,H,383.11
P481,A,208.84
P481,B,215.11
P481,C,221.56
P481,D,228.21
P481,E,235.06
P481,F,242.11
P481,G,249.37
P481,H,256.85
P482,A,522.3
P482,B,537.97
P482,C,554.11
P482,D,570.73
P482,E,587.85
P482,F,605.49
P482,G,623.65
P482,H,642.36
P483,A,394.11
P483,B,405.93
P483,C,418.11
P483,D,430.65
P483,E,443.57
P483,F,456.88
P483,G,470.59
P483,H,484.71
P484,A,27.2
P484,B,28.02
P484,C,28.86
P484,D,29.73
